書籍名,ISBN13,著者名,1,1,1,
ＩＴ・ソフトウェア〈２０１１年度版〉,9784782532973,那野比古,2009,2009,貸出中,
これならわかるＪａｖａ入門の入門,9784798114569,坂下夕里,2008,2008,貸出中,
ＣＡＢ・ＧＡＢ完全突破法！〈２０１４年度版〉―必勝・就職試験！Ｗｅｂ‐ＣＡＢ・ＧＡＢ　Ｃｏｍｐａｃｔ・ＩＭＡＧＥＳ対応　,9784862489326,ＳＰＩノートの会,2012,2012,貸出中,
ゼロからはじめる社会起業,9784820746867,炭谷俊樹,2010,2010,貸出中,
ＢＰＭＮによるビジネスプロセスモデリング入門,9784883732265,加藤正人,2006,2006,貸出中,
楽々ＬＡＴＥＸ,9784320025196,野寺隆志,1990,1990,貸出中,
Ｊａｖａデザインパターン徹底攻略,9784774115795,日立ソフトウェアエンジニアリングインターネットビジネス部,2002,2002,貸出中,
ＤＶＤ＆図解　見てわかるＤＮＡのしくみ,9784062575829,工藤光子/中村桂子,2007,2007,貸出中,
オープンソースがなぜビジネスになるのか,9784839920784,井田昌之/進藤美希,2006,2006,貸出中,
ＴＥＸ（テック）ブック―コンピュータによる組版システム,9784756100108,クヌース，ドナルド・Ｅ．〈Ｋｎｕｔｈ，Ｄｏｎａｌｄ　Ｅ．〉,1989,1989,貸出中,
ＪａｖａＳｃｒｉｐｔクックブック―高機能Ｗｅｂサイトのためのレシピ集,9784873110219,ブラーデンバー，ジェリー〈Ｂｒａｄｅｎｂａｕｇｈ，Ｊｅｒｒｙ〉,2000,2000,貸出中,
ＭｙＳＱＬ徹底入門―５．０＆４．１新機能対応,9784798110257,遠藤俊裕/坂井恵/舘山聖司/鶴長鎮一/とみたまさひろ,2006,2006,貸出中,
例解ＵＮＩＸプログラミング教室―システムコールを使いこなすための１２講,9784894712669,冨永和人/権藤克彦,2007,2007,貸出中,
Ｊａｖａ＋ＭｙＳＱＬ＋Ｔｏｍｃａｔで始めるＷｅｂアプリケーション構築入門,9784899771487,竹形誠司,2006,2006,貸出中,
Ｊａｖａ＋ＭｙＳＱＬ＋Ｔｏｍｃａｔで始めるＷｅｂアプリケーション構築入門,9784899771487,竹形誠司,2006,2006,貸出中,
Ｊａｋａｒｔａプロジェクト　カンタンＳｔｒｕｔｓ１．１―オープンソースフレームワークＳｔｒｕｔｓによるＷｅｂアプリケーション開発,9784798006048,石井真/阿島哲夫,2003,2003,貸出中,
実践ハイパフォーマンスＭｙＳＱＬ,9784873112091,ザウドニ，ジェレミ・Ｄ．〈Ｚａｗｏｄｎｙ，Ｊｅｒｅｍｙ　Ｄ．〉/ベリング，デレク・Ｊ．〈Ｂａｌｌｉｎｇ，Ｄｅｒｅｋ　Ｊ．〉,2004,2004,貸出中,
はじめてのＦｅｄｏｒａ　Ｃｏｒｅ　５　Ｌｉｎｕｘサーバ構築編,9784798012957,アイティーブースト,2006,2006,貸出中,
Ｔｈｅ　Ｄｅｂｉａｎ　Ｓｙｓｔｅｍ―その概念と技法,9784839918972,クラフト，マーチン・Ｆ．〈Ｋｒａｆｆｔ，Ｍａｒｔｉｎ　Ｆ．〉,2006,2006,貸出中,
Ｍａｃ　ｍｉｎｉで作るＭａｃ　ＯＳ　Ｘ　ミニミニサーバー,9784774126913,大津真,2006,2006,貸出中,
ページ記述言語　ＰｏｓｔＳｃｒｉｐｔプログラム・デザイン,9784756100474,Ａｄｏｂｅ　Ｓｙｓｔｅｍｓ,1990,1990,貸出中,
はじめてのＰＨＰ言語プログラミング入門,9784774122861,大垣靖男,2005,2005,貸出中,
はじめてのＰＨＰ言語プログラミング入門,9784774122861,大垣靖男,2005,2005,貸出中,
詳解ＵＮＩＸネットワークプログラミング,9784890527809,レーゴ，ステファン・Ａ．〈Ｒａｇｏ，Ｓｔｅｐｈｅｎ　Ａ．〉,1995,1995,貸出中,
Ｍｏｏｄｌｅ入門―オープンソースで構築するｅラーニングシステム,9784303734732,井上博樹/奥村晴彦/中田平,2006,2006,貸出中,
Ｓｍａｒｔｙ入門―ＰＨＰ＋テンプレート・エンジンでつくるＭＶＣアプリケーション,9784798108834,山田祥寛,2005,2005,貸出中,
Ｃ言語〈１〉はじめてのプログラミング,9784798118062,倉薫,2009,2009,貸出中,
Ｃ言語によるオブジェクト指向プログラミング入門,9784798121130,坂井弘亮,2009,2009,貸出中,
Ｗｉｎ３２システムサービスプログラミング―ＷｉｎｄｏｗｓＮＴ・９５システムＡＰＩリファレンス,9784887350304,ブレイン，マーシャル〈Ｂｒａｉｎ，Ｍａｒｓｈａｌｌ〉,1996,1996,貸出中,
はじめてのＪａｖａＳｃｒｉｐｔ,9784797318982,升屋正人,2002,2002,貸出中,
道路独裁―官僚支配はどこまで続くか,9784062156257,星野眞三雄,2009,2009,貸出中,
ＳＰＩ解法の極意―内定獲得のメソッド,9784839933708,マイナビ編集部,2009,2009,貸出中,
史上最強ＳＰＩ＆テストセンター超実戦問題集〈２０１１最新版〉,9784816347610,オフィス海,2009,2009,貸出中,
ＢＰＭＮによるビジネスプロセスモデリング入門,9784883732265,加藤正人,2006,2006,貸出中,
これが本当のテストセンターだ！〈２０１２年度版〉―直前でもＯＫ！パソコン版ＳＰＩ２,9784862485656,ＳＰＩノートの会,2010,2010,貸出中,
Ｌｉｎｕｘコマンドポケットリファレンス,9784774123608,沓名亮典/平山智恵,2005,2005,貸出中,
考える技術・書く技術　ワークブック〈上〉,9784478733196,ミント，バーバラ〈Ｍｉｎｔｏ，Ｂａｒｂａｒａ〉,2006,2006,貸出中,
ＫＩＴＡＮＯ　ＣＨＲＯＮＩＣＬＥ　１９９３ : ＣＯＲＶＥＥ,,宇津　誠二,1994,1994,貸出中,
ひきこもる心のカルテ―心の扉をひらくカウンセリング,9784886025296,井上敏明,2002,2002,貸出中,
探究する力 すべての小学生と先生のために,9784904602003,市川力,2009,2009,貸出中,
企業が求める人間力,9784820118398,社会経済生産性本部,2006,2006,貸出中,
企業が求める人間力〈２〉,9784820118732,社会経済生産性本部,2007,2007,貸出中,
採用の超プロが教える仕事の選び方　人生の選び方,9784763195517,安田佳生,2003,2003,貸出中,
採用の超プロが教えるできる人できない人,9784763194909,安田佳生,2003,2003,貸出中,
タトル・ポケット英和・和英辞典,9784805308707,マーティン，サミュエル・Ｅ．〈Ｍａｒｔｉｎ，Ｓａｍｕｅｌ　Ｅ．〉,2008,2008,貸出中,
タトル・ポケット英和・和英辞典,9784805308707,マーティン，サミュエル・Ｅ．〈Ｍａｒｔｉｎ，Ｓａｍｕｅｌ　Ｅ．〉,2008,2008,貸出中,
タトル・ポケット英和・和英辞典,9784805308707,マーティン，サミュエル・Ｅ．〈Ｍａｒｔｉｎ，Ｓａｍｕｅｌ　Ｅ．〉,2008,2008,貸出中,
タトル・ポケット英和・和英辞典,9784805308707,マーティン，サミュエル・Ｅ．〈Ｍａｒｔｉｎ，Ｓａｍｕｅｌ　Ｅ．〉,2008,2008,貸出中,
IT人材白書 2010,9784990536312,情報処理推進機構IT人材育成本部,2010,2010,貸出中,
あなたは大切なたからもの : ａｌｗａｙｓ　ｏｎ　ｙｏｕｒ　ｓｉｄｅ,,なお/さおり,,,貸出中,
さまよえる日本人の魂 : 宗教の自殺,,梅原猛/山折哲雄,1999,1999,貸出中,
要説論語・孟子 : 教科書準拠版,,,1994,1994,貸出中,
海の都の物語 : ヴェネツィア共和国の一千年　上,,塩野七生,1989,1989,貸出中,
ジャック・ウェルチわが経営 上,,"ジャック・ウェルチ, ジョン・A.バーン",2005,2005,貸出中,
必携10カ国語会話,,小湊壌,2008,2008,貸出中,
最新最強のSPIクリア問題集 2012年版,9784415208893,成美堂出版編集部,2010,2010,貸出中,
Webster's new world dictionary of the american language,9780529053244,David　B．Guralnik,1976,1976,貸出中,
Language As a Cognitive Process: Syntax,9780201085716,Terry Winograd,1982,1982,貸出中,
Programming Methodology in Compiler Construction: Concepts Pt. 1,9780444852885,J. Lewi,1979,1979,貸出中,
Parseme. 1st: Sgml for Software Developers (Charles F Goldfarb Series on Open Information Management),9780134889672,Sean McGrath,1997,1997,貸出中,
"X Toolkit Intrinsics Programming Manual for X11, Release 5 (Definitive Guides to the X Window System, Vol 4)",9781565920132,Adrian Nye/Tim O'Reilly,1992,1992,貸出中,
Xlib Programming Manual (Definitive Guides to the X Window System),9781565920026,Adrian Nye,1992,1992,貸出中,
Motif Programming Manual (Definitive Guides to the X Window System),9781565920163,Dan Heller /Paula M. Ferguson,1993,1993,貸出中,
Motif Programming Manual (Definitive Guides to the X Window System),9780937175705,Dan Heller,2001,2001,貸出中,
Motif Reference Manual (Definitive Guides to the X Window System),9781565920385,Paula M. Gerguson,1993,1993,貸出中,
PostScript? Language Program Design,9780201143966,Adobe Systems Inc.,1988,1988,貸出中,
PostScript? Language Tutorial and Cookbook (APL),9780201101799,Adobe Systems Inc.,1985,1985,貸出中,
PostScript Language: Reference Manual,9780201101744,Adobe Systems Inc.,1985,1985,貸出中,
Postscript Language Reference Manual (APL),9780201181272,Adobe Systems Inc.,1990,1990,貸出中,
Programming the Display Postscript System With X (APL),9780201622034,Adobe Systems Inc,1993,1993,貸出中,
The Xml & Sgml Cookbook: Recipes for Structured Information (Charles F Goldfarb Series on Open Information Management),9780136142232,Rick Jelliffe,1998,1998,貸出中,
Ultimate Guide to the VI and X Text Editors (Gender in Writing),9780805344608,Hewlett-Packard,1990,1990,貸出中,
Mathematica: A Practical Approach (Prentice Hall Series in Innovative Technology),9780135638262,Nancy Blachman,1991,1991,貸出中,
Java? Design Patterns: A Tutorial,9780201485394,James W. Cooper,2000,2000,貸出中,
Client/Server Programming with Java and CORBA,9780471163510,Robert Orfali/Dan Harkey,1997,1997,貸出中,
Real World Postscript: Techniques from Postscript Professionals,9780201066630,Stephen Roth,1988,1988,貸出中,
Parallel Programming (International Computer Science Series),9780201142310,Ronald H. Perrott,1987,1987,貸出中,
Conceptual Structures: Information Processing in Mind and Machine (Systems Programming Series),9780201144727,John F. Sowa,1983,1983,貸出中,
Debugging C.,9780880222617,Robert Wood,1986,1986,貸出中,
Oracle Performance Tuning,9781565920484,Peter Corrigan/Mark Gurry,1993,1993,貸出中,
Mac OS X Tiger For Unix Geeks,9780596009120,Brian Jepson/Ernest E. Rothman,2005,2005,貸出中,
C# Essentials,9780596000790,Ben Albahari/Brad Merrill,2001,2001,貸出中,
Apache: The Definitive Guide,9780596002039,Ben Laurie/Peter Laurie,2002,2002,貸出中,
Linux in a Nutshell,9780596009304,Aaron Weber/Stephen Figgins,2005,2005,貸出中,
Php in a Nutshell,9780596100674,Paul Hudson,2005,2005,貸出中,
Java Examples in a Nutshell: A Tutorial Companion to Java in a Nutshell,9780596000394,David Flanagan,2000,2000,貸出中,
Java Enterprise in a Nutshell: A Desktop Quick Reference,9781565924833,David Flanagan/Jim Farley,1999,1999,貸出中,
Java in a Nutshell: A Desktop Quick Reference (The Java Series),9780596002831,David Flanagan,2002,2002,貸出中,
Java in a Nutshell: A Desktop Quick Reference,9781565924871,David Flanagan,1999,1999,貸出中,
Actionscript for Flash Mx: The Definitive Guide,9780596003968,Colin Moock,2002,2002,貸出中,
"Flex 3 Cookbook Code-Recipes, Tips and Tricks for RIA Developers (Adobe Developer Library)",9780596529857,Joshua Noble/Todd Anderson,2008,2008,貸出中,
Learning Perl/Tk,9781565923140,Nancy Walsh,1999,1999,貸出中,
Tomcat: The Definitive Guide. Vital Information for Tomcat Programmers & Administrators,9780596003180,Jason Brittain/Ian F. Darwin,2003,2003,貸出中,
Ant: The Definitive Guide,9780596001841,Jesse Tilly/Eric M. Burke,2002,2002,貸出中,
Python in a Nutshell,9780596001889,Alex Martelli,2003,2003,貸出中,
Perl in a Nutshell: A Desktop Quick Reference,9781565922860,Ellen Siever /Stephen Spainhour/ Nathan Patwardhan,1998,1998,貸出中,
Power Programming With Rpc (Nutshell Handbooks),9780937175774,John Bloomer,1992,1992,貸出中,
Java Foundation Classes in a Nutshell: A Desktop Quick Reference,9781565924888,David Flanagan,1999,1999,貸出中,
Java in a Nutshell: A Desktop Quick Reference (The Java Series),9781565922624,David Flanagan,1997,1997,貸出中,
JavaScript,9784873110271,David Flanagan,2000,2000,貸出中,
Ｅｃｌｉｐｓｅ３．５完全攻略,9784797356663,宮本信二,2009,2009,貸出中,
XML by Example: Building E-Commerce Applications,9780139601620,Sean McGrath,1998,1998,貸出中,
Xml in a Nutshell: A Desktop Quick Reference,9780596000585,Elliotte Rusty Harold/W. Scott Means,2001,2001,貸出中,
Java Examples in a Nutshell: A Tutorial Companion to Java in a Nutshell,9781565923713,David Flanagan,1997,1997,貸出中,
Java How to Program: How to Program (How to Program Series),9780130125071,Harvey M. Deitel /Paul J. Deitel,1999,1999,貸出中,
Java Virtual Machine (Java Series),9781565921948,Jon Meyer /Troy Downing,1997,1997,貸出中,
The Java 3d Api Specification (Java Series),9780201325768,Henry Sowizral/ Kevin Rushforth,1997,1997,貸出中,
Sams Teach Yourself Xml in 21 Days (Sams Teach Yourself...),9781575213965,Simon North/James K. Tauber/Paul Hermans,1999,1999,貸出中,
Java Programming With Corba,9780471179863,Andreas Voge/Keith Duddy/Andreas Vogel,1997,1997,貸出中,
UNIX System Administration Handbook,9780139334412,Evi Nemeth,1989,1989,貸出中,
C Style: Standards and Guidelines,9780131168985,David Straker,1992,1992,貸出中,
Object-Oriented Programming: An Evolutionary Approach,9780201548341,Brad J. Cox /Andrew J. Novobilski,1991,1991,貸出中,
Javascript for the World Wide Web (Visual Quickstart Guide),9780201354638,Tom Negrino/Dori Smith,1999,1999,貸出中,
Understanding the New SQL: A Complete Guide,9781558602458,Jim Melton/Alan R. Simon,1992,1992,貸出中,
Asp in a Nutshell: A Desktop Quick Reference,9781565928435,A. Keyton Weissinger,2000,2000,貸出中,
Core Jsp (Prentice Hall Ptr Core Series),9780130882486,Damon Hougland/ Aaron Tavistock,2000,2000,貸出中,
JavaServer Pages Developer's Handbook (Developer's Library),9780672324383,Nick Todd/Mark Szolkowski,2003,2003,貸出中,
"MAC OS X: The Missing Manual, Tiger Edition",9780596009410,David Pogue,2005,2005,貸出中,
bash入門 (Nutshell handbooks),9784756117113,ニューハン，キャメロン〈Ｎｅｗｈａｍ，Ｃａｍｅｒｏｎ〉/ローゼンブラット，ビル〈Ｒｏｓｅｎｂｌａｔｔ，Ｂｉｌｌ〉,,,貸出中,
An Introduction to Data Base Systems: v.1,9780201824582,C. J. Date,1994,1994,貸出中,
Advanced Unix Programming,9780130118004,Marc J. Rochkind,1985,1985,貸出中,
Essential Jni: Java Native Interface (Essential Java),9780136798958,Rob Gordon,1998,1998,貸出中,
Advanced C. Techniques and Applications,9780880221627,Gerald E. Sobelman/David E. Krekelberg,1985,1985,貸出中,
C. Programmer's Library,9780880220484,Jack J. Purdum/Timothy C. Leslie/Alan L. Stegemoller,1984,1984,貸出中,
Content Management Bible,9780764573712,Bob Boiko,2004,2004,貸出中,
Systems Programming,9780070851757,John Donovan,1975,1975,貸出中,
Principles of Interactive Computer Graphics,9780070664555,William Newman/Robert F. Sproull,1979,1979,貸出中,
Computer Graphics,9780070663336,Steven Harrington,1983,1983,貸出中,
Artificial Intelligence,9780070665088,Elaine Rich,1984,1984,貸出中,
Digital Computer Fundamentals,9780070661721,Thomas C. Bartee,1981,1981,貸出中,
Theory and Practice of Compiler Writing,9780070666160,Jean Paul Tremblay/Paul Gordon Sorenson,1986,1986,貸出中,
"Software Engineering: Reliability, Development and Management",9780070665576,,1984,1984,貸出中,
Basic Electronics for Scientists,9780070662018,James J. Brophy,1983,1983,貸出中,
Guide to Writing Dce Applications,9781565920040,John Shirley,1992,1992,貸出中,
Encyclopedia of Graphics File Formats,9781565921610,James D. Murray/William Van Ryper/James D. Murry,1996,1996,貸出中,
Computer Networks,9780131668362,Andrew S. Tanenbaum,1988,1988,貸出中,
Parallel and Distributed Computation,9780136487593,Dimitri P. Bertsekas/J.N. Tsitsiklis,1988,1988,貸出中,
Algorithms and Data Structures,9780130219992,Niklaus Wirth,1986,1986,貸出中,
Using Moodle,9780596529185,Jason Cole/Helen Foster,2007,2007,貸出中,
The Latex Document Preparation System: User's Guide & Reference Manual,9780201157901,Leslie Lamport,1985,1985,貸出中,
"TeXbook, The (Computers & Typesetting)",9780201134483,Donald E. Knuth,1984,1984,貸出中,
The Metafont Book,9780201134445,Donald E. Knuth,1986,1986,貸出中,
The AWK Programming Language,9780201079814,Alfred V. Aho/Brian W. Kernighan/Peter J. Weinberger,1988,1988,貸出中,
OSF Motif Users Guide (Osf/Motif Series),9780136405092,Open Software Foundation,1990,1990,貸出中,
Aspects of the Theory of Syntax (Massachusetts Institute of Technology. Research Laboratory o),9780262530071,Noam Chomsky,1969,1969,貸出中,
System V Interface Definition,,D.E. Kevorkian,1985,1985,貸出中,
CHOMSKY (FONTANA MODERN MASTERS),9780006348825,JOHN LYONS,1981,1981,貸出中,
Getting Things Done: The Art of Stress-Free Productivity,9780142000281,David Allen,2002,2002,貸出中,
The Smiley Dictionary: Cool Things to Do With Your Keyboard,9781566090087,Seth Godin,1993,1993,貸出中,
認定心理士資格準拠　実験・実習で学ぶ心理学の基礎,9784760830312,日本心理学会認定心理士資格認定委員会,2015,2015,貸出中,
これからレポート・卒論を書く若者のために,9784320005747,酒井聡樹,2007,2007,貸出中,
これから論文を書く若者のために,9784320005952,酒井聡樹,2015,2015,貸出中,
これから学会発表する若者のために―ポスターと口頭のプレゼン技術,9784320005792,酒井聡樹,2008,2008,貸出中,
大学生の知の情報ツール〈２〉Ｅｘｃｅｌ＆情報検索とＧｏｏｇｌｅ活用―ＭＳ‐Ｏｆｆｉｃｅ　２０１３対応,9784320123885,森園子,2015,2015,貸出中,
大学生の知の情報ツール〈１〉Ｗｏｒｄ　＆　ＰｏｗｅｒＰｏｉｎｔ―ＭＳ‐Ｏｆｆｉｃｅ　２０１３対応,9784320123878,森園子,2015,2015,貸出中,
How to Write a Better Thesis,9783319042855,David Evans/Paul Gruba/ Justin Zobel,2010,2010,貸出中,
"Writing for Social Scientists: How to Start and Finish Your Thesis, Book, or Article",9780226041322,Howard S. Becker /Pamela Richards,2007,2007,貸出中,
The Craft of Research,9780226065663,Wayne C. Booth/Gregory G. Colomb/Joseph M. Williams,2008,2008,貸出中,
265 Troubleshooting Strategies for Writers,9780071445399,Barbara Fine Clouse,2005,2005,貸出中,
How to Write a Thesis (Open Up Study Skills),9780335244287,Rowena Murray,2011,2011,貸出中,
The Unwritten Rules of PhD Research (Open Up Study Skills),9780335237029,Marian Petre/Gordon Rugg,2010,2010,貸出中,
Helping Doctoral Students Write: Pedagogies for supervision,9780415823494,Barbara Kamler/Pat Thomson,2014,2014,貸出中,
Software Project Management: A Practitioner's Approach,9780077076481,E. M. Bennatan,1994,1994,貸出中,
Mastering Cloud Computing: Foundations and Applications Programming,9780124114548,Rajkumar Buyya/Christian Vecchiola/S.Thamarai Selvi,2013,2013,貸出中,
CompTIA Security+ Guide to Network Security Fundamentals,9781305093911,Ph.D. Ciampa Mark,2014,2014,貸出中,
The Security Development Lifecycle,9780735622142,Michael Howard/Steve Lipner,2006,2006,貸出中,
"City Planning: A Comprehensive Analysis of the Subject Arranged for the Classification of Books, Plans, Photographs, Notes and Other Collected Material, with Alphabetic Subject Index",B00B4M9S7E,James Sturgis Pray,2012,2012,貸出中,
Measuring and Managing Information Risk: A FAIR Approach,9780124202313,Jack Freund/Jack Jones,2014,2014,貸出中,
Foundations of Python Network Programming,9781430258544,Brandon Rhodes/John Goerzen,2014,2014,貸出中,
Library Management for the Digital Age: A New Paradigm,9781442230156,Julie Todaro,2014,2014,貸出中,
Learning Perl,9781449303587,Randal L. Schwartz/Brian D. Foy/Tom Phoenix,2011,2011,貸出中,
Learning Python,9781449355739,Mark Lutz,2013,2013,貸出中,
Gis for the Urban Environment,9781589480827,John Pickles/Juliana Maantay/John Ziegle,2006,2006,貸出中,
Making Things Happen: Mastering Project Management,9780596517717,Scott Berkun,2008,2008,貸出中,
Alan Turing: The Enigma,9780691164724,Andrew Hodges,2014,2014,貸出中,
State of the World 2014: Governing for Sustainability,9781610915410,Tom Prugh/Michael Renner/Gar Alperovitz/Worldwatch Institute/ Lisa Mastny,2014,2014,貸出中,
Smart Growth in a Changing World,9781932364361,Jonathan Barnett,2007,2007,貸出中,
Practical Guide for Policy Analysis,9781608718429,Bardach/Fourth Edition,2011,2011,貸出中,
Catch Up: Developing Countries in the World Economy,9780199652983,Deepak Nayyar,2013,2013,貸出中,
Economic-Environmental Modeling in a National-Regional System,9780444875921,W. A. Hafkamp,1984,1984,貸出中,
The Death and Life of Great American Cities,9780679741954,Jane Jacobs,1992,1992,貸出中,
"Breaking Robert's Rules: The New Way to Run Your Meeting, Build Consensus, And Get Results",9780195308365,Lawrence E. Susskind/Jeffrey L. Cruikshank,2006,2006,貸出中,
Action Research,9781452205083,Stringer,2013,2013,貸出中,
Computer Ethics and Professional Responsibility,9781855548459,Terrell Ward Bynum/Simon Rogerson,2003,2003,貸出中,
Bluetooth Low Energy: The Developer's Handbook,9780132888363,Robin Heydon,2012,2012,貸出中,
English for Presentations at International Conferences,9781441965905,Adrian Wallwork,2010,2010,貸出中,
Beautiful Data: The Stories Behind Elegant Data Solutions,9780596157111,Toby Segaran/Jeff Hammerbacher,2009,2009,貸出中,
"Business Model Generation: A Handbook for Visionaries, Game Changers, and Challengers",9780470876411,Alexander Osterwalder/Yves Pigneur,,,貸出中,
Capital in the Twenty-First Century,9780674430006,Thomas Piketty/Arthur Goldhammer,2014,2014,貸出中,
A Guide to the Project Management Body of Knowledge: PMBOK Guide,9781935589679,Project Management Institute,2013,2013,貸出中,
Designing Geodatabases: Case Studies in GIS Data Modeling,9781589480216,David Arctur /Michael Zeiler,2004,2004,貸出中,
"Cloud Computing: Concepts, Technology & Architecture",9780133387520,Thomas Erl/ Ricardo Puttini/Zaigham Mahmood,2013,2013,貸出中,
"An Introduction to the Policy Process: Theories, Concepts and Models of Public Policy Making",9780765625328,Thomas A Birkland,2010,2010,貸出中,
Designing Social Research,9781849201902,Greener,2011,2011,貸出中,
Building Wireless Sensor Networks,9780596807733,Robert Faludi,2011,2011,貸出中,
Beautiful Visualization,9781449379865,Julie Steele/Noah Iliinsky,2010,2010,貸出中,
Contemporary Urban Planning,9780205851737,John M Levy,2012,2012,貸出中,
Secure Programming Cookbook for C and C++,9780596003944,John Viega/Zachary Girouard/Matt Messier,2003,2003,貸出中,
Introduction to Game Theory,9780195322484,Martin J. Osborne,2009,2009,貸出中,
Transportation for Livable Cities,9780882851617,Vukan R. Vuchic,1999,1999,貸出中,
An Introduction to Japanese Society,9781107626676,Yoshio Sugimoto,2014,2014,貸出中,
World Development Report 2014: Risk and Opportunity: Managing Risk for Development,9780821399033,World Bank,2013,2013,貸出中,
"Business Model Innovation: Concepts, Analysis, and Cases",9780415817400,Allan Afuah,2014,2014,貸出中,
The Transportation/Land Use Connection 2007,9781932364422,Terry Moore/Paul Thorsnes/Bruce Appleyard,2007,2007,貸出中,
Research Design,9781452226095,Creswell,,,貸出中,
Action Planning for Cities: A Guide to Community Practice,9780471969280,Nabeel Hamdi/Reinhard Goethert,1997,1997,貸出中,
Fundamentals of Ecology,9780534420666,Eugene P. Odum/Gary W. Barrett,2004,2004,貸出中,
Hacking: The Art of Exploitation,9781593271442,Jon Erickson,2007,2007,貸出中,
MongoDB: The Definitive Guide,9781449344689,Kristina Chodorow,2013,2013,貸出中,
JavaScript and JQuery: Interactive Front-End Web Development,9781118531648,Jon Duckett,2014,2014,貸出中,
Diffusion of Innovations,9780743222099,Everett M. Rogers,2003,2003,貸出中,
Essential Image Processing and GIS for Remote Sensing,9780470510315,Jian Guo Liu/Philippa Mason,2009,2009,貸出中,
Urban Land Use Planning,9780252030796,Philip R. Berke/David R. Godschalk/Edward J. Kaiser/Daniel A. Rodriguez,2006,2006,貸出中,
Effective Modern C++,9781491903995,Scott Meyers,2014,2014,貸出中,
iOS Programming: The Big Nerd Ranch Guide,9780321942050,Joe Conway/Aaron Hillegass/Christian Keur,2014,2014,貸出中,
International Development Studies,9781412929455,Sumner,2008,2008,貸出中,
Games Strategies and Managers,9780195108033,John McMillan,1996,1996,貸出中,
Principles of Information Security,9781285448367,"Michael E., Ph.D. Whitman/Herbert J., Ph.d. Mattord",2014,2014,貸出中,
Beginning MapServer: Open Source GIS Development (Expert's Voice in Open Source),9781590594902,Bill Kropla,2006,2006,貸出中,
Building Web and Mobile ArcGIS Server Applications With JavaScript,9781849697965,Eric Pimpler,2014,2014,貸出中,
Administering ArcGIS for Server,9781782177364,Hussein Nasser,2014,2014,貸出中,
"CISSP Study Guide, Second Edition",9781597499613,Eric Conrad/Seth Misenar/Joshua Feldman,2012,2012,貸出中,
Building the Infrastructure for Cloud Security,9781430261452,Raghu Yeluri/Enrique Castro-leon,2014,2014,貸出中,
Building Your Next Big Thing With Google Cloud Platform,9781484210055,Jose Ugia Gonzalez/Saidapet Padmanabhan Thandava Krishnan,2015,2015,貸出中,
Software Project Management,9780077109899,Bob Hughes /Mike Cotterell,2005,2005,貸出中,
A Guide to the Business Analysis Body of Knowledge (Babok Guide),9780981129211,International Institute of Business Analysis,2013,2013,貸出中,
Security Risk Management,9781597496155,Evan Wheeler,2011,2011,貸出中,
Biostatistics: The Bare Essentials,9781607951780,"Geoffrey R., Ph.D. Norman/David L., Ph.D. Streiner",2014,2014,貸出中,
Studyguide for the Elements of International English Style,9781490279497,Cram101 Textbook Reviews,2013,2013,貸出中,
Hydrological Impacts of Land Use Changes,9780415409186,Stephen Njuguna Ngigi,2006,2006,貸出中,
Handbook of Research on E-Planning: ICTs for Urban Development and Monitoring,9781615209293,Carlos Nunes Silva,2010,2010,貸出中,
Planners and Politics,9781932364231,Roger Waldon,2006,2006,貸出中,
"Learning Web Design: A Beginner's Guide to HTML, CSS, JavaScript, and Web Graphics",9781449319274,Jennifer Niederst Robbins,2012,2012,貸出中,
"Water: The Epic Struggle for Wealth, Power, and Civilization",9780060548315,Steven Solomon,2011,2011,貸出中,
"Design of Urban Stormwater Controls, MOP 23 (Water Resources and Environmental Engineering Series)",9780071704441,Water Environment Federation/American Society of Civil Engineers/ Enviornmental & Water Resources Insitute,2012,2012,貸出中,
Understanding Water in a Dry Environment,9789058096180,Ian Simmers,2003,2003,貸出中,
Water Management: Performance and Challenges in OECD Countries,9789264160781,Organization for Economic Co-operation and Development,1998,1998,貸出中,
Darwinian Agriculture: How Understanding Evolution Can Improve Agriculture,9780691139500,R. Ford Denison,2012,2012,貸出中,
Library Automation: Core Concepts and Practical Systems Analysis,9781591589228,Dania Bilal,2014,2014,貸出中,
"Design and Development Research: Methods, Strategies, and Issues",9780521599542,Rita C Richey/ James D. Klein,2008,2008,貸出中,
Code in the Cloud: Programming Google App Engine (Pragmatic Programmers),9781934356630,Mark C. Chu-carroll,2011,2011,貸出中,
The Practice of Local Government Planning (Municipal Management Series),9780873261715,Charles Hoch/Linda C. Dalton/Frank S. So,2000,2000,貸出中,
"Evaluation Theory, Models, and Applications",9781118063187,Daniel L. Stufflebeam/ Anthony J. Shinkfield,2007,2007,貸出中,
Eye Tracking: A Comprehensive Guide to Methods and Measures,9780199697083,"Kenneth Holmqvist (著), Marcus Nystrom/Richard Andersson/Richard Dewhurst/Halszka Jarodzka",2011,2011,貸出中,
Geographic Information Systems (GIS) for Disaster Management,9781482211689,Brian Tomaszewski,2014,2014,貸出中,
Foundations of Intelligent Tutoring Systems (Interacting with Computers Series),9780805800548,Martha C. Polson/J. Jeffrey Richardson,1988,1988,貸出中,
e-Learning and the Science of Instruction: Proven Guidelines for Consumers and Designers of Multimedia Learning,9780470874301,Ruth C. Clark /Richard E. Mayer,2011,2011,貸出中,
